REGN,OKATO,OKPO,OGRN,REGN_S,BIC,DT,NAME_B,ADR,IM,IM_FIO,AG,AG_FIO,IC,IC_FIO,COM,C2_5
1121,66,09258533,1026700000051,1121,046615706,2/1/2011,"ОАО АКБ ""Смолевич""","216500, Смоленская область, город Рославль, ул.Пролетарская, 47",Директор,Л.П. Игнатова,Главный бухгалтер,Л.П. Головлева,Специалист ОВК,Н.А. Киселева,(48134) 4-08-39,15
1134,24,09287115,1021400728293,1134,042406798,2/1/2011,"""РеКорБанк"" (ООО)","153000, Ивановская обл., г. Иваново, ул. Степанова, д. 15",Председатель Правления,Сергеев С.А.,Главный бухгалтер,Скрыкова О.А.,Исполнитель,Тарасова В.В.,930430,15
1136,79,09143095,1020100002394,1136,047908704,2/1/2011,"АКБ ""МАЙКОПБАНК"" (ЗАО)","385000, Республика Адыгея, г.Майкоп, ул.Пионерская, 276",Руководитель,Люленкова Л.Г.,Главный бухгалтер,Сысоева Л.Ф.,Экономист ОЭА и ДО,Ефимова Е.Л.,52-27-16,15
1137,83,09128121,1020700000254,1137,048327749,2/1/2011,"""БУМ-БАНК"", ООО","360000, Кабардино - Балкарская республика, г.Нальчик, ул,Ногмова, 62",Руководитель,К.М. Ажахов,Главный бухгалтер,Э.Д. Маржохов,Ст. специалист,А.А. Гергов,42-34-30,15
1139,45,09231468,1022600000158,1139,044552930,2/1/2011,"АКБ ""Русский Трастовый Банк"" (ЗАО)","119180, г. Москва, 1-ый Хвостов пер., д. 11, стр. 2",Заместитель Председателя правления,Горская Н.Э.,Главный бухгалтер,Емельянова М.В.,Начальник отдела отчетности,Образцова Т.В.,780-62-55,15
1143,64,09319252,1026500000317,1143,046401724,2/1/2011,"""ООО Охабанк""","693020, Сахалинская область, г. Южно-Сахалинск, ул. Амурская, д. 53",Председатель Правления,Слатова В. Н.,Главный бухгалтер,Шандрина О.Л.,старший экономист,Швец С.В.,499-761,15
1144,25,39092538,1023800000069,1144,042511741,2/1/2011,"""Братский АНКБ"" ОАО","665717, Иркутская область, г. Братск, ул. Комсомольская,43",Зам. Председателя Правления,Д.Н. Горелов,Гл. Бухгалтер,О.Р. Дубнова,ведущий экономист,Ковал?ва А.Г.,411372,21
1151,29,09317783,1024000001739,1151,042908748,2/1/2011,"ООО КБ ""Калуга""","248001, г. Калуга, ул. Академика Королева, д. 51",Заместитель Председателя Правления,Платонова Е.В.,Главный бухгалтер,Буркун Т.М.,Начальник экономического отдела,Новиков Ю.В.,54-94-25 (доб.102),19
1158,32,09800185,1024200001814,1158,043209740,2/1/2011,"ОАО АБ ""Кузнецкбизнесбанк""","654080, Кемеровская область, г.Новокузнецк, ул.Кирова, 89а",Председатель правления,Буланов Ю.Н.,Главный бухгалтер,Шигаутдинова С.А.,Экономист,Севрюкова Л.А.,76-40-52,25
1165,78,09288273,1027600000031,1165,047888786,2/1/2011,"ОАО ""Кредпромбанк""","150000, г.Ярославль, ул.Некрасова, д.30",Зам. Председателя правления,Маслова М. В.,Гл. бухгалтер,Палютина А.К.,Гл. экономист сектора отчетности,Самцова А. Ф.,32-04-93,15
1166,22,09116299,1025200001001,1166,042220760,2/1/2011,"ОАО НКБ ""РАДИОТЕХБАНК""","603009, г.Нижний Новгород, улица Батумская, 21а",Председатель Правления,Кострова Л.А,Главный бухгалтер,Бобарыкина Т.А.,специалист ПЭО,Клейменова И.А.,465-71-56,15
1184,25,09125223,1023800000190,1184,042502710,2/1/2011,"ЗАО ""Гринкомбанк""","665451, Иркутская область, г. Усолье-Сибирское, Комсомольский проспект, 89",Зам. Председателя Правления,Волкова О.М.,Главный бухгалтер,Остапюк И.М.,Экономист,Иванова Е.Е.,8(39543)70367,19
1189,52,09227873,1025500000624,1189,045209783,2/1/2011,"ОАО ""Плюс Банк""","644024, город Омск, Газетный переулок, дом 6",Председатель Правления,Чередов А. И.,Главный бухгалтер,Гончаров С. В.,Старший специалист отдела отчетности,Дмитриев А. А.,32-12-14,23
1197,82,25171576,1020500000223,1197,048209719,2/1/2011,"ООО КБ ""Кредитинвест""","368120, Республика Дагестан, г. Кизилюрт, Площадь Героев, д. 1.",Председатель Правления,Мирзоев А.К.,Главный бухгалтер,Мирзоева З.Ш.,Гл. Бухгалтер,Мирзоева З.Ш.,649200,15
1202,93,09264189,1021700000079,1202-К,049304740,2/1/2011,"ОАО НКО ""Тувакредит""","667000, Республика Тыва, г.Кызыл, ул.Чульдум, 40-а",Президент,Мухиев И.М.,Главный Бухгалтер,Шевченко Т.А.,Главный специалист,Тукмачева И.Н.,3-65-57,16
1203,28,09267012,1027100000135,1203,042809990,2/1/2011,"ОАО ""Международный торгово-промышленный банк""","170001, г.Тверь, ул. Спартака, д.47",Президент Банка,Сакадынская Ирина Викторовна,Главный бухгалтер,Мозгалева Татьяна Михайловна,Исполнитель,Щербина Ю.А.,42-41-57,22
1222,25,09125619,1063800023572,1222,042514759,2/1/2011,ВЛБАНК (ОАО),"666784, Иркутская область, г. Усть-Кут, ул. Кирова, 85а",Первый Зам. Председателя Правления,Ячменев Сергей Юрьевич,Главный бухгалтер,Тарасова Екатерина Георгиевна,Начальник отдела ПЭАиО,Латышева Елена Викторовна,(39565)2-21-93 доб.353,19
1239,07,09231072,1022600000345,1239,040717713,2/1/2011,"АКБ ""Зеленокумский"" (ОАО)","357910, Ставропольский край, г.Зеленокумск, ул. Учительская,3",Председатель Правления,Богданова С.П.,Главный бухгалтер,Гогова В.П.,Экономист 2 категории,Жигулина О.В.,8(86552)22240,15
1242,42,09156011,1024800001852,1242,044206704,2/1/2011,"ОАО ""Липецккомбанк""","398600, г.Липецк, ул. Интернациональная, 8",Зам. Генерального директора,Л.А. Харитонова,Главный бухгалтер,С.Ю. Зубенкова,Исполнитель,Н.П.Пастух,329-271,18
1244,28,09131318,1026900001040,1244,042809737,2/1/2011,"ООО КБ ""Велга""","171210, Тверская область, г.Лихославль, ул.Гагарина, д. 32",Председатель Правления банка,Митусова Н.П.,Главный бухгалтер,Некрасова Л.Н.,Зам.председателя Правления,Белякова В.Ф.,(261) 3-50-62,15
